id	type	readings	context
l-3850_2	semlex:minor:gramm	Ne (H)| Que (AnFGAS)| Et (V)	Que je a mon cuer n'en meisse
l-3850_3	semlex:minor:gramm	rien (HAn)| je (VFGAS)	Que je a mon cuer n'en meisse
l-3850_4	graph	ge (V)| jo (F)| je (GAS)	Que je a mon cuer n'en meisse
l-3850_5	semlex:minor:gramm	a (HAnVFGS)| en (A)	Que je a mon cuer n'en meisse
l-3850_6	graph	mon (HAnVFGA)| men (S)	Que je a mon cuer n'en meisse
l-3850_7	graph	cuer (HAnVGAS)| coer (F)	Que je a mon cuer n'en meisse
l-3850_8	semlex:minor:gramm	n'en (HAnVFGSA)| ne (A)	Que je a mon cuer n'en meisse
l-3850_9	graph	n'an (HAn)| n'en (VFGS)	Que je a mon cuer n'en meisse
l-3851_1	semlex:minor:gramm	Ains (HGAnVFAS)| Car (P)	Ains le desir molt a savoir
l-3851_2	graph	Einz (HG)| Ainz (AnV)| Ains (FAS)	Ains le desir molt a savoir
l-3851_3	graph	le (HPFGASV)| lou (An)	Ains le desir molt a savoir
l-3851_4	graph	molt (HAnFGASV)| mout (P)	Ains le desir molt a savoir
l-3852_1	semlex:minor:gramm	Quelque (HAnFG)| Que (A)| Quel (PVS)	Quelque duel que je en doie avoir
l-3852_2	graph	Quelque (HAn)| Qelque (F)| Quelqu' (G)	Quelque duel que je en doie avoir
l-3852_3	semlex:minor:syn	duel (HAnPSVF)| ennui (G)| mal (A)	Quelque duel que je en doie avoir
l-3852_4	graph	duel (HAnPS)| doel (V)| dol (F)	Quelque duel que je en doie avoir
l-3852_6	graph	j' (HG)| g' (An)| je (PAS)| ge (V)| jo (F)	Quelque duel que je en doie avoir
l-3852_8	semlex:minor:gramm	en (HAnPGS)| i (V)	Quelque duel que je en doie avoir
l-3852_9	morsynt	doie (SVPAnGH)| deusse (A)	Quelque duel que je en doie avoir
l-3853_1	graph	Donc (HG)| Dont (AnPVFAS)	Dont fet il le vos dirai gie
l-3853_2	semlex:minor:syn	fet (HVGAAnPF)| dist (S)	Dont fet il le vos dirai gie
l-3853_3	graph	fet (HVGA)| fait (AnPF)	Dont fet il le vos dirai gie
l-3853_4	semlex:minor:gramm	le (HPVFASAn)| je (G)	Dont fet il le vos dirai gie
l-3853_5	graph	le (HPVFAS)| lo (An)	Dont fet il le vos dirai gie
l-3853_6	graph	vos (HAnVGA)| vous (PFS)	Dont fet il le vos dirai gie
l-3853_7	graph	gie (HAnVFGS)| ge (P)| je (A)	Dont fet il le vos dirai gie
l-3854_2	graph	Molt (HAnVFGAS)| Mout (P)	Molt m'a .i. jaianz domagie
l-3854_5	graph	uns (HAnG)| .i. (PVAFS)	Molt m'a .i. jaianz domagie
l-3854_7	graph	jaianz (HAnV)| gayans (P)| gaians (FAS)| geanz (G)	Molt m'a .i. jaianz domagie
l-3854_9	semlex:minor:syn	domagie (HAnVGSAP)| corecie (F)	Molt m'a .i. jaianz domagie
l-3854_10	semlex:minor:constrmorph	domagie (HAnVGSA)| fait damage (P)	Molt m'a .i. jaianz domagie
l-3854_11	graph	domagie (HAnVGS)| damagie (A)	Molt m'a .i. jaianz domagie
l-3855_1	graph	Qui (HPVFGS)| Qu'il (AnA)	Qui voloit que je li donnasse
l-3855_2	morsynt	voloit (HAnPVFGS)| vausist (A)	Qui voloit que je li donnasse
l-3855_3	graph	je (HPAS)| ge (AnVG)| jo (F)	Qui voloit que je li donnasse
l-3855_4	graph	donnasse (HAnVFG)| donnaisse (PAS)	Qui voloit que je li donnasse
l-3856_2	graph	biaute (HAnPVFAS)| beaute (G)	Ma fille qui de biaute passe
l-3857_1	graph	Totes (HVFA)| Toutes (AnPGS)	Totes les puceles del monde
l-3857_2	semlex:minor:semsim	les puceles del (HAnPVFS)| celes qui sont el (GA)	Totes les puceles del monde
l-3857_3	graph	puceles (HAnVFS)| pucheles (P)	Totes les puceles del monde
l-3857_4	graph	del (HF)| do (An)| du (PS)| dou (V)	Totes les puceles del monde
l-3857_5	graph	sont (G)| sunt (A)	Totes les puceles del monde
l-3858_1	graph	fel (HAnVFGAS)| fex (P)	Li fel jaianz que Dex confonde
l-3858_2	graph	jaianz (HAnV)| jaians (PA)| gaians (FS)| geanz (G)	Li fel jaianz que Dex confonde
l-3858_3	morsynt	cui (HAnV)| que (PFGAS)	Li fel jaianz que Dex confonde
l-3858_4	graph	Dex (HAnVFG)| Dix (PA)| Diex (S)	Li fel jaianz que Dex confonde
l-3858_5	graph	confonde (HAnPVFS)| confunde (GA)	Li fel jaianz que Dex confonde
l-3859_1	graph	non (HAnPVGS)| nom (FA)	A non Harpins de la Montaigne
l-3859_2	graph	Harpins (HAnVFAS)| Arpin (P)| Herpins (G)	A non Harpins de la Montaigne
l-3859_3	graph	Montaingne (H)| Montaigne (AnVS)| Montagne (PF)| Monteigne (G)| Montangne (A)	A non Harpins de la Montaigne
l-3860_1	semlex:minor:gramm	Ja n’iert (HAn)| N'est nus (PFGA)| Il n'est (S)| Si n'a (V)	N'est nus jorz que del mien ne praigne
l-3860_2	graph	nul (P)| nus (FGA)	N'est nus jorz que del mien ne praigne
l-3860_3	graph	jorz (HAnG)| jour (P)| jor (V)| jors (FA)| jours (S)	N'est nus jorz que del mien ne praigne
l-3860_4	semlex:minor:gramm	del mien ne (HAnPVGAS)| de moi ne (F)	N'est nus jorz que del mien ne praigne
l-3860_5	graph	del (HAnPA)| dou (VG)| du (S)	N'est nus jorz que del mien ne praigne
l-3860_6	semlex:minor:gramm	mien ne (HAnVGAS)| ne me (P)	N'est nus jorz que del mien ne praigne
l-3860_7	graph	praigne (HAnF)| prengne (PS)| pregne (V)| preigne (G)| prenge (A)	N'est nus jorz que del mien ne praigne
l-3861_1	semlex:minor:constrmorph	Tot (HFAnSPGA)| De (V)	Tot quanque il en puet ataindre
l-3861_2	semlex:minor:constrmorph	Tot (HFAnS)| Trestout (PGA)	Tot quanque il en puet ataindre
l-3861_3	graph	Tot (HF)| Tout (AnS)	Tot quanque il en puet ataindre
l-3861_4	graph	Trestout (PG)| Trestot (A)	Tot quanque il en puet ataindre
l-3861_5	semlex:minor:gramm	quanque (AnPVFGS)| ce que (H)	Tot quanque il en puet ataindre
l-3861_6	graph	quancque (An)| quanqu (P)| quanque (VFG)| quanques (S)	Tot quanque il en puet ataindre
l-3861_7	graph	an (HAn)| en (PVGAS)| em (F)	Tot quanque il en puet ataindre
l-3861_8	semlex:major	ataindre (HAnPVFAS)| prendre (G)	Tot quanque il en puet ataindre
l-3861_9	graph	ateindre (H)| ataindre (AnPVFAS)	Tot quanque il en puet ataindre
l-3862_2	semlex:minor:semsim	mius de (HAnPVFAS)| hom fors (G)	Nus mius de moi ne se doit miex de moi plaindre
l-3862_3	graph	Mialz (H)| miauz (An)| mix (P)| miex (V)| mius (FA)	Nus mius de moi ne se doit miex de moi plaindre
l-3862_7	graph	se (HAnPVFAS)| s'en (GA)	Nus mius de moi ne se doit miex de moi plaindre
l-3862_10	graph	plaindre (HAnPVFS)| pleindre (G)| plandre (A)	Nus mius de moi ne se doit miex de moi plaindre
l-3863_2	semlex:minor:gramm	Ne (HAnPGAS)| De (F)	Ne duel faire ne duel mener
l-3863_3	graph	duel (HAnPGS)| dol (FA)	Ne duel faire ne duel mener
l-3863_4	graph	feire (HAn)| faire (PFS)| fere (G)| fair (A)	Ne duel faire ne duel mener
l-3863_5	semlex:minor:gramm	ne (HAnPGAS)| de (F)	Ne duel faire ne duel mener
l-3863_6	semlex:minor:semsim	duel mener (HAnPFG)| demener (AS)	Ne duel faire ne duel mener
l-3863_7	graph	duel (HAnPG)| dol (F)	Ne duel faire ne duel mener
l-3864_2	graph	duel (HAnPGS)| dol (FA)	De duel devroie forsener
l-3864_4	graph	deveroie forssener (S)| devroie forsener (HAnPVFGA)	De duel devroie forsener
l-3865_1	semlex:minor:gramm	Que (HAnPVFG)| Car (AS)	Que .vi. filz chevaliers avoie
l-3865_2	graph	.vi. (HAnVFGAS)| sis (P)	Que .vi. filz chevaliers avoie
l-3865_3	graph	filz (HAn)| fix (PS)| fils (V)| fius (FA)| fiuz (G)	Que .vi. filz chevaliers avoie
l-3865_4	graph	chevaliers (HAnPVGAS)| chevalier (F)	Que .vi. filz chevaliers avoie
l-3866_2	graph	biax (HF)| biaus (AnPVSAG)	Plus biaus el monde ne savoie
l-3866_4	graph	el (HAnPVSGA)| al (F)	Plus biaus el monde ne savoie
l-3866_6	semlex:minor:gramm	ne (HAnPVFGA)| n'en (S)	Plus biaus el monde ne savoie
l-3867_1	morsynt	Si les (HAnVFGAS)| Sil (P)	Si les a toz li gaians pris
l-3867_2	graph	Ses (HAnV)| Si les (FGAS)	Si les a toz li gaians pris
l-3867_3	semlex:minor:constrmorph	toz (HVPSFAG)| trestoz (An)	Si les a toz li gaians pris
l-3867_4	graph	toz (HV)| tous (PS)| tos (FA)| touz (G)	Si les a toz li gaians pris
l-3867_6	graph	jaianz (HV)| jaians (AnA)| gaians (PFS)| geans (G)	Si les a toz li gaians pris
l-3867_7	graph	pris (HAnVFGAS)| prins (P)	Si les a toz li gaians pris
l-3868_2	semlex:minor:semsim	Voiant (HGAnPVS)| de (A)| devant (F)	Voiant moi a les .ii. ocis
l-3868_3	graph	Veant (HG)| Veiant (An)| Voiant (PVS)	Voiant moi a les .ii. ocis
l-3868_4	semlex:major	a les .ii. ocis (HPAnVFAS)| liez et pris (G)	Voiant moi a les .ii. ocis
l-3868_8	graph	deus (AnA)| .ii. (HPVFS)	Voiant moi a les .ii. ocis
l-3868_9	graph	ocis (HAnVFA)| ochis (PS)	Voiant moi a les .ii. ocis
l-3869_1	graph	ocirra (HAnVFG)| ochirra (P)| ocira (A)| orcira (S)	Et demain ocirra les quatre
l-3869_2	graph	quatre (HAnPGA)| .iiii. (VFS)	Et demain ocirra les quatre
l-3870_2	graph	je (HPGS)| ge (AnV)| jo (F)	Se je ne truis qui s' ost combatre
l-3870_5	semlex:major	s' ost (HAnPVFG)| voist (S)	Se je ne truis qui s' ost combatre
l-3870_6	graph	s' (HAnPVF)| se (G)	Se je ne truis qui s' ost combatre
l-3870_8	semlex:major	ost (AnPVF)| an (H)	Se je ne truis qui s' ost combatre
l-3870_9	graph	aut (An)| ost (PV)| alt (F)	Se je ne truis qui s' ost combatre
l-3870_10	morsynt	combatre (AnAPVFS)| conbate (HG)	Se je ne truis qui s' ost combatre
l-3870_11	graph	conbatre (AnA)| combatre (PVFS)	Se je ne truis qui s' ost combatre
l-3870_12	graph	conbate (H)| combate (G)	Se je ne truis qui s' ost combatre
l-3871_1	semlex:major	A lui por mes filz (HAnPVFGS)| Se vausi por aus (A)	A lui por mes filz delivrer
l-3871_2	graph	por (HAnVFG)| pour (PS)	A lui por mes filz delivrer
l-3871_3	graph	filz (HAnV)| fix (P)| fils (F)| fiex (S)	A lui por mes filz delivrer
l-3871_4	semlex:minor:constrmorph	delivrer (HAnVFGSA)| delivre (P)	A lui por mes filz delivrer
l-3872_1	graph	Ou (HAnPVG)| U (FAS)	Ou se je ne li voel livrer
l-3872_3	graph	ge (Hv)| je (PGAS)| jo (F)	Ou se je ne li voel livrer
l-3872_4	graph	voel (HVS)| veil (An)| veul (P)| voil (FA)| vueil (G)	Ou se je ne li voel livrer
l-3872_5	semlex:minor:constrmorph	livrer (HPVFGAS)| delivrer (An)	Ou se je ne li voel livrer
l-3873_1	semlex:minor:gramm	et (HPVFGAS)| qu'il (An)	Ma fille et dit quant il l' avra
l-3873_3	graph	dit (PVGAn)| dist (FAS)	Ma fille et dit quant il l' avra
l-3873_4	graph	qant (HF)| quant (PVGAS)	Ma fille et dit quant il l' avra
l-3873_6	graph	ara (F)| avra (HPVGAS)	Ma fille et dit quant il l' avra
l-3874_3	graph	Q' (F)| C' (G)| Qu' (S)	As plus vix garcons qu'il avra
l-3874_4	morsynt	As (HVAFS)| A (P)| au (G)	As plus vix garcons qu'il avra
l-3874_5	semlex:major	plus vix (HPFGAS)| poiors (V)	As plus vix garcons qu'il avra
l-3874_6	graph	vix (HGA)| vilz (P)| vius (FS)	As plus vix garcons qu'il avra
l-3874_7	graph	garcons (HPvFGA)| garchons (S)	As plus vix garcons qu'il avra
l-3874_8	graph	qu'il (HPVFGS)| que il (A)	As plus vix garcons qu'il avra
l-3874_9	semlex:major	savra (HP)| avra (VGAF)	As plus vix garcons qu'il avra
l-3874_10	graph	savra (H)| sara (P)	As plus vix garcons qu'il avra
l-3874_11	morsynt	avra (VGAF)| a (S)	As plus vix garcons qu'il avra
l-3874_12	graph	avra (VGA)| ara (F)	As plus vix garcons qu'il avra
l-3875_1	semlex:major	En sa maison (HAnPFGAS)| Et as plus vils (V)	En sa maison et as plus ors
l-3875_2	graph	meison (H)| maison (AnPFAS)| meson (G)	En sa maison et as plus ors
l-3875_3	morsynt	as (HAnVFA)| a (PS)| au (G)	En sa maison et as plus ors
l-3875_4	semlex:major	ors (HAnPVFAS)| forz (G)	En sa maison et as plus ors
l-3875_5	graph	orz (HAn)| ors (PVFAS)	En sa maison et as plus ors
l-3876_1	graph	La (HAnVFG)| Le (PAS)	La liverra por lor depors
l-3876_2	graph	liverra (HAnPFG)| livrera (VS)| livera (A)	La liverra por lor depors
l-3876_3	graph	por (HAnVFGAS)| pour (P)	La liverra por lor depors
l-3876_4	morsynt	lor (HAnVFGAS)| ses (P)	La liverra por lor depors
l-3876_5	graph	lor (HAnVFGA)| lors (S)	La liverra por lor depors
l-3876_6	graph	deporz (HAnG)| depors (PVFAS)	La liverra por lor depors
l-3877_1	semlex:minor:gramm	Qu' (HAnPVGAS)| Car (F)	Qu' il ne la deigneroit mes prendre
l-3877_2	graph	ne la (hAnPVFG)| ne le (A)| nel (S)	Qu' il ne la deigneroit mes prendre
l-3877_3	semlex:major	deigneroit (HAnGVFS)| desire (P)| deveroit (A)	Qu' il ne la deigneroit mes prendre
l-3877_4	graph	deigneroit (HAnG)| degneroit (V)| daignerroit (F)| dengneroit (S)	Qu' il ne la deigneroit mes prendre
l-3877_6	semlex:minor:gramm	mie (A)| mes (HGSVAnP)	Qu' il ne la deigneroit mes prendre
l-3877_7	graph	mes (HGSV)| mais (AnP)	Qu' il ne la deigneroit mes prendre
l-3877_8	graph	prandre (HAn)| prendre (PVFGAS)	Qu' il ne la deigneroit mes prendre
l-3878_1	semlex:minor:gramm	cest (AnVFGAS)| ce (H)	A demain puis cest duel atendre
l-3878_2	graph	cest (AnVFGAS)| chest (HA)	A demain puis cest duel atendre
l-3878_3	graph	duel (HAnPGS)| doel (V)| dol (FA)	A demain puis cest duel atendre
l-3879_1	semlex:major	Damedex (HAnVFGAS)| Dix ou vous (P)	Se Damedex ne me conseille
l-3879_2	graph	Damedex (HAnVF)| Damledex (G)| Damesdius (A)| Damedix (S)	Se Damedex ne me conseille
l-3879_3	morsynt	me (HAnPVGAS)| nous (F)	Se Damedex ne me conseille
l-3879_4	graph	m' (AnHP)| me (VGAS)	Se Damedex ne me conseille
l-3879_6	graph	an (H)| en (AnP)	Se Damedex ne me conseille
l-3879_7	graph	consoille (HAn)| conseille (PVGS)| conselle (FA)	Se Damedex ne me conseille
l-3880_1	graph	por (HAnVFGA)| pour (PS)	Et por ce n'est mie merveille
l-3880_2	graph	ce (HAnVFGAS)| chou (P)	Et por ce n'est mie merveille
l-3880_3	semlex:minor:gramm	mie (HAnPFGAS)| pas (V)	Et por ce n'est mie merveille
l-3880_4	graph	mervoille (HAn)| merveille (PGS)| mervelle (VFA)	Et por ce n'est mie merveille
l-3881_1	graph	Biax (HFS)| Biaus (AnA)| Biau (P)| Beau (V)	Biax sire chiers se nos plorons
l-3881_3	semlex:minor:syn	chirs (A)| douz (G)	Biax sire chiers se nos plorons
l-3881_6	graph	chiers (HAnPVF)| ciers (S)	Biax sire chiers se nos plorons
l-3881_7	graph	nos (HAnVGA)| nous (PFS)	Biax sire chiers se nos plorons
l-3881_8	semlex:major	plorons (HAnVFGAP)| poommes (S)	Biax sire chiers se nos plorons
l-3881_9	graph	plorons (HAnVFGA)| plourons (P)	Biax sire chiers se nos plorons
l-3882_1	graph	Mes (HVG)| Mais (AnPFAS)	Mais por vos tant com nos poons
l-3882_3	graph	por (HAnVFG)| pour (PS)	Mais por vos tant com nos poons
l-3882_4	morsynt	vos (HAnVGPFS)| nos (A)	Mais por vos tant com nos poons
l-3882_5	graph	vos (HAnVG)| vous (PFS)	Mais por vos tant com nos poons
l-3882_6	graph	com (HPVFGS)| con (An)| comme (A)	Mais por vos tant com nos poons
l-3882_7	graph	nos (HAnVGA)| nous (PFS)	Mais por vos tant com nos poons
l-3882_8	morsynt	poons (HAnPVFGS)| porons (A)	Mais por vos tant com nos poons
l-3882_9	flex	poons (HAnPVFG)| poommes (S)	Mais por vos tant com nos poons
l-3883_1	graph	Nos (HAnVGA)| Nous (PFS)	Nos resforcons a la foiee
l-3883_2	semlex:major	resforcons (HGAnV)| reconfortons (PF)| renforcemes (S)| refaisons (A)	Nos resforcons a la foiee
l-3883_3	semlex:minor:constrmorph	resforcons (HG)| efforcons (AnV)	Nos resforcons a la foiee
l-3883_4	graph	efforcons (An)| esforcons (V)	Nos resforcons a la foiee
l-3883_5	semlex:minor:constrmorph	reconfortons (P)| confortons (F)	Nos resforcons a la foiee
l-3883_6	graph	la (HAnVFGA)| le (PS)	Nos resforcons a la foiee
l-3883_7	graph	foiee (HG)| feiee (An)| fye (P)| feie (V)| foie (FA)| fie (S)	Nos resforcons a la foiee
l-3884_1	graph	feire (HAn)| faire (PFAS)| fere (VG)	De faire contenance lie
l-3884_2	graph	contenance (HAnVFGS)| contenanche (PA)	De faire contenance lie
l-3884_3	graph	liee (HAnG)| lie (PVFAS)	De faire contenance lie
l-3885_1	semlex:minor:gramm	Que (HG)| Car (AnPVFAS)	Car fox est qui prodome atrait Le vers débute par une lettrine dans P.
l-3885_2	semlex:minor:semsim	fox (HAnVGP)| faus (F)| fel (S)	Car fox est qui prodome atrait Le vers débute par une lettrine dans P.
l-3885_3	graph	fos (H)| fox (AnVG)| folz (P)	Car fox est qui prodome atrait Le vers débute par une lettrine dans P.
l-3885_4	semlex:major	fet qu'antor lui (G)| est qui prodome (HAnPVFAS)	Car fox est qui prodome atrait Le vers débute par une lettrine dans P.
l-3885_5	graph	prodome (HVF)| prodomme (P)| preudom (A)| preudomme (S)	Car fox est qui prodome atrait Le vers débute par une lettrine dans P.
l-3885_6	graph	atret (hVG)| atrait (AnPFAS)	Car fox est qui prodome atrait Le vers débute par une lettrine dans P.
l-3886_1	semlex:major	Entor lui (HAnVFA)| Preudome (G)	Entor lui s' onor ne li fait
l-3886_2	graph	Entor (HAnVFA)| Entour (PS)	Entor lui s' onor ne li fait
l-3886_3	graph	lui (HAnPVFS)| li (A)	Entor lui s' onor ne li fait
l-3886_4	graph	enor (H)| annor (An)| oneur (P)| onor (VFA)| ennor (G)| onnor (S)	Entor lui s' onor ne li fait
l-3886_5	graph	fet (HVG)| fait (AnPFAS)	Entor lui s' onor ne li fait
l-3887_1	graph	vos (HAnVGAS)| vous (PF)	Et vos me resambles prodome
l-3887_2	graph	resanblez (H)| resamblez (AnV)| resambles (PFA)| resemblez (G)| sambles (S)	Et vos me resambles prodome
l-3887_4	graph	prodome (HVFG)| preudome (An)| prodomme (P)| prodonme (A)| preudomme (S)	Et vos me resambles prodome
l-3888_3	graph	vos (HAnVGA)| vous (PFS)	Or vos ai tote la some
l-3888_7	morsynt	dite (HS)| dit (A)	Or vos ai tote la some
l-3888_9	semlex:minor:constrmorph	tote (VGA)| trestoute (AnPF)	Or vos ai tote la some
l-3888_10	semlex:major	la some (HAnVFGPS)| leusonne (A)	Or vos ai tote la some
l-3888_11	graph	some (HAnVFG)| somme (PS)	Or vos ai tote la some
l-3889_1	semlex:major	Sire (H)| Et contee (S)| D ite (PVFGAn)| De nos et (A)	D ite de nostre grant destrece
l-3889_4	semlex:minor:gramm	nostre (HAnPVSGA)| ma tres (F)	D ite de nostre grant destrece
l-3889_7	semlex:minor:syn	destrece (HAnVFGS)| tristreche (PA)	D ite de nostre grant destrece
l-3889_8	graph	tristreche (P)| tristrece (A)	D ite de nostre grant destrece
l-3890_2	graph	N' (HPVgA)| N e (SAn)	N' en chastel ne en forterece
l-3890_3	graph	en (HPVFGA)| an (An)	N' en chastel ne en forterece
l-3890_4	graph	chastel (HAnPVGS)| castiel (A)| castel (FS)| chastel (G)	N' en chastel ne en forterece
l-3890_5	graph	ne (HPVFGAS)| n' (An)	N' en chastel ne en forterece
l-3890_6	graph	an (HAn)| en (PVFGAS)	N' en chastel ne en forterece
l-3890_7	graph	forterece (HVFA)| forteresce (AnG)| fortereche (P)| fortreche (S)	N' en chastel ne en forterece
l-3891_5	graph	nos (HAnVGA)| nous (PFS)	Ne nos a laissie li jaianz
l-3891_6	semlex:major	a laissie (HAnPFVGS)| toille (A)	Ne nos a laissie li jaianz
l-3891_7	graph	lessie (HV)| laissie (AnPG)| laissiet (S)| laie (F)	Ne nos a laissie li jaianz
l-3891_8	graph	jaianz (H)| jaienz (An)| gaians (PS)| jaians (VF)| geans (G)| jaiens (A)	Ne nos a laissie li jaianz
l-3892_1	graph	Fo rs (HPVFGSAn)| For (A)	Fo rs tant com nous avons caians
l-3892_2	semlex:minor:gramm	tant (HAnPVFGS)| cou (A)	Fo rs tant com nous avons caians
l-3892_3	semlex:minor:gramm	com (HAnPVFG)| que (AS)	Fo rs tant com nous avons caians
l-3892_4	semlex:major	nous avons (PVSA)| vos veez (AnFG)| il en a (H)	Fo rs tant com nous avons caians
l-3892_5	graph	nous (PS)| nos (VA)	Fo rs tant com nous avons caians
l-3892_6	graph	vous (F)| vos (AnG)	Fo rs tant com nous avons caians
l-3892_7	graph	veez (AnG)| vees (F)	Fo rs tant com nous avons caians
l-3892_8	graph	chaiens (P)| chaians (S)| caians (VF)| caens (A)| ceanz (H)| ceianz (An)| ceenz (G)	Fo rs tant com nous avons caians
l-3893_2	graph	Vos (AnHAG)| Vous (FSP)	Vos meismes veoir poistes
l-3893_3	semlex:minor:gramm	meismes (HAnFASG)| et ensement (P)	Vos meismes veoir poistes
l-3893_4	graph	meismes (HAnFAS)| meimes (G)	Vos meismes veoir poistes
l-3893_5	semlex:minor:semsim	bien le veistes (HP)| veoir poistes (AnFGAS)	Vos meismes veoir poistes
l-3893_7	semlex:major	la hors (G)| veoir (AnFS)	Vos meismes veoir poistes
l-3893_8	graph	veoir (AnFS)| veir (A)	Vos meismes veoir poistes
l-3893_9	graph	poites (An)| poistes (FAG)| poiste (S)	Vos meismes veoir poistes
l-3894_2	semlex:major	Anuit (HPFSAn)| Veoir (G)| La fors (A)	Anuit se garde vos preistes
l-3894_3	semlex:minor:semsim	Anuit (HPFS)| Ersoir (An)	Anuit se garde vos preistes
l-3894_5	graph	enuit (H)| Anuit (PFS)	Anuit se garde vos preistes
l-3894_7	graph	vos (HAnGA)| vous (PFS)	Anuit se garde vos preistes
l-3894_9	graph	preistes (HPFG)| presistes (SA)| preites (An)	Anuit se garde vos preistes
l-3895_1	semlex:minor:gramm	Qu' il (HPFGA)| Car (V)| N (An)	Qu' il n'a laissie vaillant .i. oef
l-3895_2	graph	Qu' (HPFGA)| K' (S)	Qu' il n'a laissie vaillant .i. oef
l-3895_5	graph	lessie (HV)| laissie (PGAn)| laisie (A)| laissiet (S)| laie (F)	Qu' il n'a laissie vaillant .i. oef
l-3895_6	morsynt	qui vaille (A)| vaillant (HPFGSVAn)	Qu' il n'a laissie vaillant .i. oef
l-3895_7	graph	.i. (HPFGASV)| un (An)	Qu' il n'a laissie vaillant .i. oef
l-3895_8	graph	oef (PFGASVAn)| es (H)	Qu' il n'a laissie vaillant .i. oef
l-3896_1	semlex:minor:syn	Fors (HVFAS)| D e hors (PGAn)	Fors de ces murs qui sont tuit noef
l-3896_2	semlex:minor:constrmorph	Fors (HVFA)| Defors (S)	Fors de ces murs qui sont tuit noef
l-3896_3	semlex:minor:constrmorph	Hors (P)| D e hors (GAn)	Fors de ces murs qui sont tuit noef
l-3896_5	morsynt	de ces (HVFPS)| des (A)| les (AnG)	Fors de ces murs qui sont tuit noef
l-3896_7	graph	ces (HS)| cez (V)| cest (F)| ches (P)	Fors de ces murs qui sont tuit noef
l-3896_8	graph	murs (HVAAnGSP)| mur (F)	Fors de ces murs qui sont tuit noef
l-3896_10	semlex:minor:gramm	tost (F)| tout (P)	Fors de ces murs qui sont tuit noef
l-3896_11	graph	sont (HVAnGFP)| son (S)| sunt (A)	Fors de ces murs qui sont tuit noef
l-3896_13	semlex:minor:constrmorph	tuit (VAnGSP)| trestot (A)	Fors de ces murs qui sont tuit noef
l-3896_14	flex	tuit (VAnG)| tout (SP)	Fors de ces murs qui sont tuit noef
l-3896_16	semlex:major	noef (VFPSAAnG)| remes (H)	Fors de ces murs qui sont tuit noef
l-3896_17	graph	noef (VFPS)| neof (A)| nuef (AnG)	Fors de ces murs qui sont tuit noef
l-3897_1	graph	Ainz (HAnV)| Ains (PAS)| Einz (G)	Ainz a trestot le borc plane
l-3897_3	graph	trestot (HVFAn)| trestuit (P)| trestout (GAS)	Ainz a trestot le borc plane
l-3897_4	graph	le (HVFPGAS)| lou (An)	Ainz a trestot le borc plane
l-3897_6	graph	borc (HVFGAS)| bor (An)| bour (P)	Ainz a trestot le borc plane
l-3897_8	graph	plene (HAnG)| plane (PVFAS)	Ainz a trestot le borc plane
l-3898_1	semlex:minor:gramm	Quant ce qu'il (HFAnSPG)| Quanque il (VA)	Quant ce qu'il vost en a mene
l-3898_2	graph	Quant (AnSPG)| Qant (HF)	Quant ce qu'il vost en a mene
l-3898_3	graph	ce (HFAnSG)| che (P)	Quant ce qu'il vost en a mene
l-3898_4	semlex:minor:gramm	qu'il (HFAnS)| qui (P)| que (G)	Quant ce qu'il vost en a mene
l-3898_5	graph	Quanque (V)| Quanqu' (A)	Quant ce qu'il vost en a mene
l-3898_6	semlex:minor:semsim	vost (HAnPFSG)| pot (V)	Quant ce qu'il vost en a mene
l-3898_7	graph	vost (HAn)| vaut (P)| valt (F)| volt (SG)	Quant ce qu'il vost en a mene
l-3898_8	morsynt	a (AnFAV)| ot (HPSG)	Quant ce qu'il vost en a mene
l-3898_10	semlex:minor:syn	mene (HAnPSAV)| porte (FG)	Quant ce qu'il vost en a mene
l-3899_1	semlex:minor:gramm	Si (HAnPFGSA)| Et (V)	Si mist el remanant le feu
l-3899_2	graph	Si (HAnPFGS)| S' (A)	Si mist el remanant le feu
l-3899_4	morsynt	mist (HAnPVFGS)| a mis (A)	Si mist el remanant le feu
l-3899_5	semlex:major	el remanant (HAnPVFGA)| esraument (S)	Si mist el remanant le feu
l-3899_6	graph	remenant (HAn)| remanant (PFGA)| remegnant (V)	Si mist el remanant le feu
l-3899_7	graph	le (HPVFGAS)| lo (An)	Si mist el remanant le feu
l-3899_8	graph	feu (HPVFGAnS)| fu (A)	Si mist el remanant le feu
l-3900_1	graph	Einsi (HV)| Ensi (AnAS)| Ainsi (P)| Issi (F)| Einsint (G)	Ensi m'a fait maint mauves geu
l-3900_2	graph	feit (HAn)| fait (PFAS)| fet (VG)	Ensi m'a fait maint mauves geu
l-3900_3	graph	meint (HG)| maint (AnPVFAS)	Ensi m'a fait maint mauves geu
l-3900_4	semlex:minor:syn	mauves (AnVGA)| felon (HPFS)	Ensi m'a fait maint mauves geu
l-3900_5	graph	mauveis (An)| mauves (VG)| mauvais (A)	Ensi m'a fait maint mauves geu
l-3900_6	graph	geu (HAnFG)| jeu (PS)| gieu (V)| ju (A)	Ensi m'a fait maint mauves geu
l-3901_1	graph	M essire (HAnF)| M esire (PGS)| M issire (V)| M esir (A)	M essire Yvains tout escouta
l-3901_2	graph	Yvains (HAnPVFA)| Yveins (G)| Ywains (S)	M essire Yvains tout escouta
