id	type	readings
l-252_5	graph	en (PBC)| an (S)
l-252_8	semlex:major	en entre (ABCPR)| ennentrent (S)
l-252_9	graph	en (PRBC)| an (A)
l-253_2	graph	compaignon (BPR)| conpaignon (A)| compeignon (C)
l-253_3	semlex:minor:gramm	avec (CRAB)| apres (P)
l-253_4	graph	avec (CR)| avuec (A)| avolc (B)
l-254_1	semlex:major	Ensamble .iiii. (ACBRS)| i sont entre tot (P)
l-254_2	graph	Ensamble (BRS)| ansanble (A)| ensemble (C)
l-254_3	graph	.iiii. (BSR)| quatre (AC)
l-254_4	semlex:minor:gramm	troi (BCAR)| .iiii. (S)| dui (P)
l-254_5	graph	.iii. (R)| troi (BCA)
l-254_6	graph	dui (ABCPS)| .ii. (R)
l-255_1	semlex:major	Tencent d' entrer (CRASB)| quant furent (P)
l-255_2	semlex:major	Tencent (CRSA)| tendent (B)
l-255_3	graph	Tencent (CRS)| tancent (A)
l-255_4	flex	d' (ACRS)| de (B)
l-255_5	morsynt	entrer (CRBA)| antre (S)
l-255_6	graph	entrer (CRB)| antrer (A)
l-255_8	flex	ens (P)| en (R)
l-255_10	graph	sans (BP)| sanz (ASC)
l-256_4	semlex:minor:gramm	la (ACSPB)| lor (R)
l-256_5	morsynt	li (PB)| la (ACS)
l-257_1	semlex:major	desaancree (PACBR)| dedes entre (S)
l-257_2	graph	desaancree (PC)| desaencree (A)| desaangree (B)| desancree (R)
l-258_1	semlex:minor:gramm	de (PABCR)| dou (S)
l-258_2	semlex:major	terre (ACRB)| gresse (P)| pais (S)
l-258_3	graph	terre (ACR)| tere (B)
l-258_4	flex	cui (ACPBS)| qu' (R)
l-258_5	graph	cui (ACP)| qui (BS)
l-259_1	morsynt	Del (PAR)| Des (CSB)
l-259_2	morsynt	vaslet (ARP)| vallez (CSB)
l-259_3	graph	vallet (P)| vaslet (AR)
l-259_4	graph	valles (B)| vallez (CS)
l-259_5	graph	aler (PABCR)| aller (S)
l-259_6	graph	en (PBCRS)| an (A)
l-260_1	flex	com (PRSAB)| comme (C)
l-260_2	graph	com (PRS)| con (AB)
l-260_3	graph	pueent (PAC)| poent (BRS)
l-260_4	morsynt	les (ABCRS)| le (P)
l-261_1	semlex:major	D'aigue douce levent (P)| de la veue de (ABCRS)
l-261_2	morsynt	de (ACRS)| do (B)
l-261_3	graph	lor (PABRS)| leur (C)
l-261_4	graph	iex (P)| ialz (A)| iels (B)| euz (C)| ielz (R)| ieuz (S)
l-262_2	graph	cou (P)| ce (ABCRS)
l-262_3	flex	qu' (PBCR)| que (AS)
l-262_4	morsynt	il (ABCPR)| elles (S)
l-262_6	morsynt	les (PCR)| lor (B)
l-262_7	flex	puissent (ABC)| peussent (P)| poissent (RS)
l-262_8	graph	miex (P)| mialz (A)| miels (B)| meuz (C)| mielz (R)| mieuz (S)
l-263_1	graph	Et (PABCR)| E (S)
l-263_2	graph	longement (PBR)| longuemant (AS)| longuement (C)
l-263_3	semlex:minor:constrmorph	esgarder (PACRS)| agarder (B)
l-264_3	graph	tot (B)| tuit (ARCS)
l-264_4	graph	ensanle (P)| ansanble (A)| ensamble (BR)| ensemble (C)| ansamble (S)
l-265_1	graph	Les (PBS)| Lez (ACR)
l-265_2	graph	en (PBCRS)| an (A)
l-265_3	graph	haut (PACS)| halt (BR)
l-265_4	semlex:major	pui (PABCR)| pent (S)
l-266_1	semlex:major	D' iluec (PARBC)| De ses que eles (S)
l-266_2	graph	illuec (P)| iluec (AR)| iloc (B)| ilec (C)
l-266_3	semlex:minor:constrmorph	esgardent (ACPR)| agardent (B)| gardent (S)
l-266_4	semlex:major	ennui (ACRBP)| ami (S)
l-266_5	graph	anui (PB)| ennui (ACR)
l-267_2	flex	com (PBA)| comme (CS)
l-267_3	graph	com (PB)| con (A)
l-267_4	graph	comme (C)| come (S)
l-267_5	morsynt	il (ABCP)| eles (S)
l-267_6	morsynt	le (PAC)| les (BS)
l-267_7	morsynt	pueent (PACS)| porent (B)
l-267_8	graph	pueent (PA)| puent (C)| pooient (S)
l-268_2	semlex:major	anui (PBC)| ami (AS)
l-268_3	graph	anui (PB)| ennui (C)
l-268_4	semlex:minor:constrmorph	esgardent (ABCP)| agardent (S)
l-269_1	semlex:minor:gramm	Car (PBS)| Que (ACR)
l-269_2	graph	Car (PB)| Quar (S)
l-269_3	semlex:minor:gramm	del (PAR)| des (BC)| de (S)
l-269_4	semlex:major	vaslet (ABCPR)| l'aler (S)
l-269_5	morsynt	vaslet (PAR)| valles (BC)
l-269_6	graph	vallet (P)| vaslet (AR)
l-269_7	graph	valles (B)| vallez (C)
l-269_8	semlex:major	anuie (ABCPR)| enue (S)
l-269_9	graph	anuie (PB)| enuie (A)| ennuie (CR)
l-270_2	semlex:minor:gramm	Cui (PR)| Que (BC)| Et (A)
l-270_3	graph	Cui (P)| Qui (R)
l-270_4	semlex:minor:constrmorph	Damlediex (BCPR)| Dex (AS)
l-270_5	graph	Damlediex (P)| damedex (B)| Damledex (C)| Dampnedeu (R)
l-270_7	flex	a (PACRS)| al (B)
l-270_10	morsynt	le (A)| les (S)
l-270_11	morsynt	conduie (PABCR)| condui (S)
l-271_1	graph	Sans (PB)| sanz (ARC)| senz (S)
l-271_2	graph	encombrier (PCR)| anconbrier (A)| enconbrier (B)| encombrer (S)
l-271_3	graph	sans (PB)| sanz (ACRS)
l-272_1	graph	tot (PABC)| tuit (RS)
l-273_1	semlex:minor:gramm	Et (PACR)| En (BS)
l-274_1	graph	Sans (PB)| Sanz (ACRS)
l-274_2	semlex:major	grant peril (BACPR)| encombrer (S)
l-274_4	graph	sans (PB)| sanz (ACRS)
l-274_5	semlex:major	esmai (PABCR)| esamai (S)
l-275_2	graph	Vinrent (PB)| vindrent (ACRS)
l-275_3	graph	au (PACS)| al (BR)
l-275_4	semlex:minor:gramm	desoz (ACPRS)| sos (B)
l-275_5	graph	desos (P)| desoz (AS)| desouz (C)| desus (R)
l-275_6	semlex:major	hantone (ACRPB)| autone (S)
l-275_7	graph	Hanstone (P)| hantone (ACRB)
l-276_1	graph	entre (PBCRS)| antre (A)
l-276_2	morsynt	vespres (PABCR)| vespre (S)
l-277_1	semlex:major	Jetent (PSACR)| Lorent (B)
l-277_2	graph	Jetent (PS)| Gietent (AC)| Getent (R)
l-277_3	morsynt	ancre (PCRAS)| ancres (B)
l-277_4	graph	ancre (PCR)| encre (AS)
l-277_5	flex	si (A)| s' (B)
l-278_1	semlex:minor:semsim	vallet (PCARB)| enfant (S)
l-278_2	morsynt	vallet (PCAR)| valles (B)
l-278_3	graph	vallet (PC)| vaslet (AR)
l-279_1	semlex:minor:gramm	A (PABCR)| E (S)
l-279_2	morsynt	sofrir (ACRPB)| sofrit (S)
l-279_3	graph	soffrir (P)| sofrir (ACR)| soufrir (B)
l-279_4	semlex:major	mesaise (PCRBA)| et doloir (S)
l-279_5	graph	mesaise (PCR)| meseise (A)| meisaise (B)
l-279_6	semlex:minor:gramm	ne (ABCPR)| e (S)
l-279_7	graph	paine (BPS)| painne (AR)| poine (C)
l-280_1	morsynt	qui (PABCS)| que (R)
l-280_3	morsynt	ne (ABCPR)| no (S)
l-280_5	graph	saine (PBCS)| sainne (A)| seine (R)
l-281_1	graph	longement (PBR)| longuemant (A)| longuement (CS)
l-281_2	semlex:minor:semsim	demoré (PACRS)| sojorne (B)
l-282_1	semlex:minor:gramm	trestuit (RCPB)| tuit (AS)
l-282_2	graph	trestout (P)| trestot (B)| trestuit (CR)
l-282_4	graph	descouloré (P)| decolore (R)| descolore (ABCS)
l-283_1	graph	Et (PABCR)| E (S)
l-283_2	semlex:major	afebli (PACSB)| enpali (R)
l-283_3	graph	afebli (PACS)| affebli (B)
l-283_4	graph	et (PABCR)| e (S)
l-284_1	graph	Tot (PB)| Tuit (ACRS)
l-284_2	graph	et (PABCR)| e (S)
l-284_3	graph	sain (PABCR)| sein (S)
l-285_1	graph	Et (PABCR)| E (S)
l-286_1	graph	escapé (PB)| eschape (ACR)| echape (S)
l-287_1	semlex:minor:gramm	Et (PABCR)| A (S)
l-287_2	semlex:major	la (PABCR)| lay (S)
l-287_3	graph	u (P)| ou (ABCRS)
l-288_1	graph	cou (P)| ce (ABRSC)
l-288_2	graph	doloient (PABRS)| douloient (C)
l-289_1	semlex:major	Desus (ASCRB)| Le soir a (P)
l-289_2	graph	Desus (CR)| desoz (AS)| desos (B)
l-289_3	graph	Hantone (PACR)| hanstone (B)| antone (S)
l-289_6	semlex:major	remainent (PBCSA)| remuent (R)
l-289_7	graph	remainent (PBC)| remainnent (A)| rameignent (S)
l-290_2	semlex:minor:gramm	et (ABCR)| molt (P)
l-290_3	graph	demainent (BCPR)| demainnent (A)
l-291_1	graph	enquerre (PBCR)| anquerre (AS)
l-291_2	semlex:minor:constrmorph	anquerre (A)| auquerre (S)
l-292_1	flex	Se (PABCS)| Si (R)
l-292_2	morsynt	est (PAS)| ert (BCR)
l-292_3	graph	ert (BR)| iert (C)
l-292_4	graph	en (PBCRS)| an (A)
l-292_5	semlex:major	Engleterre (PCRAS)| cele terre (B)
l-292_6	graph	Engleterre (PCR)| Eingleterre (A)| Englaterre (S)
l-293_2	graph	On (P)| en (BCS)| an (A)| em (R)
l-293_3	morsynt	dist (PABCR)| dit (S)
l-293_4	morsynt	est (PAS)| ert (CR)| som (B)
l-293_5	semlex:major	guincestre (ACBPR)| Uintetre (S)
l-293_6	graph	Wincestre, (P)| guincestre (ACB)| Uincestre (R)
l-294_1	morsynt	porront (PAC)| porroient (RSB)
l-294_2	graph	poroient (B)| porroient (RS)
l-295_1	flex	S' (ABCPR)| se (S)
l-295_3	semlex:major	vuelent movoir (ACBPR)| movoient (S)
l-295_4	morsynt	vuelent (ABCP)| voloient (R)
l-295_5	graph	voelent (P)| vuelent (AC)| volent (B)
l-295_6	semlex:major	movoir (BCPR)| lever (A)
l-295_7	semlex:minor:gramm	par (PACRS)| le (B)
l-296_2	semlex:minor:gramm	Mais (BPRC)| E (S)
l-296_3	graph	Mais (BPR)| Mes (C)
l-296_4	semlex:minor:gramm	qu' (BCPRS)| s' (A)
l-296_5	flex	qu' (BCPR)| que (S)
l-296_6	morsynt	tiegnent (ABPRC)| tenissent (S)
l-296_7	graph	tiegnent (BPR)| tieignent (C)| tienent (A)
l-296_8	semlex:minor:gramm	le (PACRB)| lor (S)
l-296_9	flex	le (PACR)| lo (B)
l-296_10	graph	cemin (PB)| chemin (ACRS)
l-297_2	morsynt	Ceste (CPR)| cest (S)
l-297_3	graph	novele (RP)| nouvele (C)| novelle (S)
l-297_4	morsynt	plaist (PRC)| plait (S)
l-297_5	graph	plaist (PR)| plest (C)
l-298_3	graph	Et (CR)| E (S)
l-298_4	semlex:minor:gramm	quant (CRS)| lues que (P)
l-298_5	semlex:minor:semsim	li jors (PCR)| l'aube (S)
l-298_6	morsynt	jors (PC)| jor (R)
l-298_7	graph	jors (P)| jorz (C)
l-298_8	morsynt	naist (PRC)| nait (S)
l-298_9	graph	naist (PR)| nest (C)
l-299_1	graph	vallet (PBCS)| vaslet (AR)
l-299_2	semlex:minor:gramm	par (PACRS)| le (B)
l-299_3	graph	esveillent (CPRS)| esvoillent (A)| esvellent (B)
l-300_1	graph	apareillent (PCRS)| aparoillent (A)| aparellent (B)
l-302_1	semlex:minor:gramm	De (PA)| desoz (SRCB)
l-302_2	graph	desos (B)| desus (C)| desoz (SR)
l-302_3	graph	Hantone (PRCA)| antone (S)| hanstone (B)
l-302_5	graph	en (P)| an (A)
l-303_1	semlex:minor:gramm	Et (PCRS)| Si (AB)
l-303_2	graph	Et (PCR)| E (S)
l-303_3	morsynt	le (PABCR)| lor (S)
l-303_4	graph	cemin (PB)| chemin (ACRS)
l-304_1	flex	qu' (BCRAP)| que (S)
l-304_2	graph	k' (P)| qu' (BCRA)
l-304_3	semlex:minor:gramm	a (BCRAP)| qu (S)
l-304_4	graph	Wincestre (P)| guincestre (AC)| uoincestre (B)| uincestre (R)| uinscetre (S)
l-305_1	graph	U (P)| Ou (ABCRS)
l-305_2	graph	sejor (PACRS)| sojor (B)
l-306_1	graph	Ancois (PBS)| Eincois (AC)| Aincois (R)
l-306_2	flex	qu' (ABCPR)| que (S)
l-306_4	semlex:minor:semsim	tierce (PCR)| prime (AB)| ore (S)
l-306_5	semlex:minor:gramm	de (PABCS)| del (R)
l-307_1	graph	Furent (PABCR)| Fure (S)
l-307_2	graph	Gré (PACR)| grei (B)| greu (S)
l-308_1	semlex:minor:gramm	A (PBR)| Au (AC)| Eu (S)
l-308_2	morsynt	pié (PABCR)| pies (S)
l-308_3	semlex:minor:gramm	del (ABRC)| de (PS)
l-308_4	graph	del (ABR)| dou (C)
l-308_6	semlex:minor:gramm	lor (P)| l' (S)
l-308_7	semlex:major	degré (ABCR)| gre (P)| estrieu (S)
l-309_1	morsynt	Li (PABS)| Lor (CR)
l-309_2	graph	escuier (PABCS)| esquier (R)
l-309_3	morsynt	li (PABS)| lor (CR)
l-309_4	graph	cheval (PACS)| ceval (B)| chival (R)
l-310_1	semlex:major	Remestrent (PACRB)| reinestront (S)
l-310_2	morsynt	Remestrent (PACR)| remainent (B)
l-310_3	graph	en (PBCRS)| an (A)
l-310_4	semlex:major	cort (PABCR)| tor (S)
l-311_1	semlex:minor:gramm	Et (PABCR)| elle (S)
l-311_2	morsynt	vallet (PBCAR)| vallez (S)
l-311_3	graph	vallet (PBC)| vaslet (AR)
l-311_4	morsynt	montent (PABCR)| montont (S)
l-312_1	graph	le (PABCR)| lo (S)
l-312_2	graph	millor (PB)| meillor (ACRS)
l-312_3	graph	del (PABR)| dou (CS)
l-313_2	graph	jamais (BCPRS)| james (A)
l-314_1	graph	quant (PACRS)| qant (B)
l-314_2	semlex:major	venir (PCRSB)| artus (A)
l-315_1	graph	plaisent (PBRS)| pleisent (A)| plesent (C)
l-315_2	semlex:major	abelissent (PABCR)| apellisent (S)
l-315_3	semlex:minor:constrmorph	abelissent (PAB)| enbelisent (CR)
l-315_4	graph	enbelisent (C)| enbelissent (R)
l-316_1	graph	Mais (PBR)| Mes (ACS)
l-316_2	graph	ains (PB)| ainz (ACRS)
l-316_3	semlex:minor:gramm	devant (PACR)| pres de (BS)
l-317_1	graph	Ostent (PABCR)| Osten (S)
l-317_2	semlex:minor:gramm	lor (PBCR)| les (AS)
l-317_3	graph	mantiaus (PC)| mantiax (AB)| mantiels (R)| mantiaux (S)
l-317_4	graph	cols (PBR)| cos (A)| cous (C)| couz (S)
l-318_1	flex	C' (P)| que (ABCRS)
l-318_3	graph	on (PBS)| en (C)| an (A)| em (R)
l-318_4	flex	ne les (ABPRS)| nes (C)
l-318_6	semlex:major	tenist (ABCPR)| etigne (S)
l-318_7	flex	tenist (ABPR)| itenist (C)
l-318_8	graph	fols (PBR)| fos (A)| fous (C)| fox (S)
l-319_1	semlex:major	Ensi (PABCR)| en sont (S)
l-319_2	graph	Ensi (PAB)| Issi (CR)
l-319_3	graph	trestot (PB)| trestuit (ACRS)
l-320_2	graph	en (BCRSP)| an (A)
l-321_1	semlex:minor:gramm	Et (CPRS)| Tuit (AB)
l-321_2	graph	Et (PCR)| E (S)
l-321_3	graph	Tuit (A)| Tot (B)
l-321_4	semlex:minor:gramm	trestuit (RSP)| forment (C)| les (AB)
l-321_5	graph	trestot (P)| trestuit (RS)
l-321_6	semlex:major	se taisent (PCRS)| esgardoient (AB)
l-321_7	semlex:major	taisent (CPR)| resent (S)
l-321_8	graph	taisent (CP)| tesent (R)
l-321_9	semlex:minor:constrmorph	esgardoient (A)| agardoient (B)
l-322_2	semlex:minor:gramm	Car (APBR)| que (CS)
l-322_3	graph	Car (APB)| quar (R)
l-322_4	semlex:minor:semsim	vallet (BCPRA)| enfant (S)
l-322_5	graph	vallet (BCPR)| vaslet (A)
l-322_6	semlex:minor:gramm	forment (CPRS)| molt (BA)
l-322_7	morsynt	plaisent (PRSC)| plaisoient (AB)
l-322_8	graph	plaisent (PR)| plesent (C)| pleisent (S)
l-322_9	graph	plaisoient (B)| pleisoient (A)
l-323_1	graph	cou (P)| ce (ABCRS)
l-323_2	graph	biaus (PCR)| biax (BSA)
l-323_3	graph	gens (BP)| genz (CRSA)
l-323_4	morsynt	les (ABCPS)| le (R)
l-324_1	graph	cuident (PACS)| quident (BR)
l-325_1	graph	Tot (PB)| Tuit (ACRS)
l-325_2	semlex:major	rois (PC)| contes (ABRS)
l-325_3	morsynt	rois (P)| roi (C)
l-325_4	morsynt	contes (ABR)| conte (S)
l-325_5	semlex:minor:gramm	ou (CRSP)| et (AB)
l-325_6	graph	u (P)| ou (CRS)
l-325_7	semlex:major	contes (PC)| rois (ABRS)
l-325_8	morsynt	contes (C)| conte (P)
l-326_1	graph	Et (PABCR)| E (S)
l-326_2	semlex:minor:gramm	por (PACR)| par (S)| poroc (B)
l-326_4	semlex:minor:gramm	voir (ACPR)| fei (S)
l-327_2	semlex:minor:gramm	Et (CPRS)| Car (B)
l-327_3	graph	Et (CPR)| E (S)
l-327_5	morsynt	erent (BCRPS)| sont (A)
l-327_9	graph	eage (P)| aage (ABCRS)
l-328_2	graph	et (PABCR)| e (S)
l-328_3	semlex:major	bien fait (PACRS)| cortois (B)
l-328_4	graph	fait (CPRS)| fet (A)
l-328_6	semlex:minor:gramm	lonc (ACP)| grant (R)| tot (S)
l-328_7	semlex:minor:gramm	lonc (AC)| lor (P)
l-328_8	semlex:major	corsage (PCA)| corage (BR)| sage (S)
l-328_9	graph	corsage (PC)| corssage (A)
l-329_1	graph	Et (PABCR)| E (S)
l-329_2	semlex:minor:gramm	les (PACRS)| lor (B)
l-329_3	graph	reubes (P)| robes (ABCRS)
l-329_4	flex	que (ABCPS)| qu' (R)
l-329_5	semlex:major	avoient (PS)| vestoient (ACR)| portoient (B)
l-330_1	morsynt	une (ABCPS)| un (R)
l-330_2	semlex:major	taille (PABR)| robe (C)| color (S)
l-331_1	graph	sanlant (P)| sanblant (A)| samblant (BS)| semblant (CR)
l-332_1	graph	.xii. (ABPRS)| douze (C)
l-332_2	semlex:minor:gramm	sans (PBARS)| lez (C)
l-332_3	graph	sans (PB)| sanz (AR)| san (S)
l-332_4	graph	signor (PB)| seignor (ACRS)
l-333_1	graph	Dont (PBCRS)| Don (A)
l-333_2	graph	je (PACRS)| jo (B)
l-333_6	graph	dirai (PABCS)| dirrai (R)
l-333_8	graph	sans (PB)| sanz (ACRS)
l-334_2	flex	C' (CPR)| que (SA)
l-334_3	graph	C' (P)| qu' (R)| q' (C)
l-334_5	graph	ainc (BP)| ainz (R)| onc (C)
l-334_6	morsynt	miudres (ACPRS)| mieldre (B)
l-334_7	graph	miudres (P)| miaudres (A)| meldres (C)| mieldres (R)| medres (S)
l-334_8	semlex:major	de lui (APS)| valles (BCR)
l-334_9	graph	valles (B)| vaslez (C)| vallez (R)
l-334_10	morsynt	fu (PABCR)| fust (S)
l-335_1	semlex:minor:gramm	Mais (PABRS)| Et (C)
l-335_2	graph	Mais (PAB)| Mes (RS)
l-335_3	graph	sans (PB)| sanz (ARSC)
l-335_4	semlex:major	orgoel (ABP)| outrage (CSR)
l-335_5	graph	orgoel (P)| orguel (A)| orgoil (B)
l-335_6	graph	outrage (CS)| otrage (R)
l-335_7	graph	sans (PB)| sanz (ARSC)
l-336_1	graph	Desfules (P)| Desfublez (ACS)| Desfubles (B)| Defublez (R)
l-336_2	semlex:minor:semsim	fu (PABCR)| vint (S)
l-337_1	semlex:minor:gramm	Et (PBCS)| Que (A)| Il (R)
l-337_2	graph	Et (PBC)| E (S)
l-337_5	graph	biaus (PCR)| biax (AB)| biaux (S)
l-338_1	semlex:minor:semsim	lui (ACPR)| le roi (SB)
l-338_2	semlex:major	s'est agenoilliez (ACRSP)| com a signor (B)
l-338_3	graph	agenoillies (P)| agenoilliez (ACRS)
l-340_1	flex	S' (ABCPR)| se (S)
l-340_2	semlex:minor:constrmorph	agenoillent (ABCPR)| jenoillent (S)
l-340_3	graph	agenoillent (ACPR)| ajenoillent (B)
l-340_4	semlex:major	lez lor seignor (ACRSP)| tot par amor (B)
l-340_5	graph	les (P)| lez (ACRS)
l-340_6	graph	signor (P)| seignor (ACRS)
l-341_1	morsynt	Alixandres (PA)| Alixandre (BCRS)
l-342_4	semlex:major	esmolue (ACPRS)| esmeue (B)
l-342_5	graph	esmolue (APRS)| esmoulue (C)
l-343_1	semlex:minor:gramm	A (PABCS)| Por (R)
l-343_3	semlex:minor:gramm	bien (PARCS)| issi (B)
l-343_5	graph	sagemant (PA)| sagement (BCRS)
l-344_1	graph	fait (PBRS)| fet (AC)
l-344_3	flex	se (ABCS)| si (R)
l-344_4	semlex:major	de (PABCR)| dex (S)
l-344_5	semlex:minor:constrmorph	ment (BCRSA)| demant (P)
l-344_6	graph	ment (BCRS)| mant (A)
l-345_2	graph	Renomee (ABCPR)| renome (S)
l-345_3	morsynt	vos (PABCR)| nos (S)
l-346_1	graph	Diex (P)| Dex (ACRSB)
l-347_1	semlex:major	nasqui (PABCR)| quist (S)
l-347_2	graph	poissance (PR)| puissance (ABCS)
l-348_2	semlex:major	Rois (ACRS)| nus (B)
l-348_3	graph	Rois (ACR)| roys (S)
l-348_4	graph	en (PBCRS)| an (A)
l-348_5	graph	Diu (P)| Deu (ACRSB)
l-348_6	graph	eust (PABCR)| ost (S)
l-349_2	graph	court (P)| cort (ACRS)
l-350_1	semlex:major	a vostre (ABCPR)| aure (S)
l-351_3	graph	honorer (BCP)| enorer (AS)| hennorer (R)
l-352_2	semlex:minor:gramm	Et si (ACPR)| Mais jo (B)
l-352_3	graph	volrai (P)| voldrai (AR)| vaurai (B)| voudrai (C)
l-353_2	morsynt	chevaliers (AS)| chevalier (PCBR)
l-353_3	graph	chevalier (PCB)| chivalier (R)
l-353_4	morsynt	soie (CARBS)| serai (P)
l-353_5	morsynt	soie (CARB)| soies (S)
l-353_6	graph	noviax (PAB)| noviaux (C)| noviauz (S)| noviaus (R)
l-354_1	morsynt	services (BPCA)| servise (RS)
l-354_2	graph	services (PB)| servises (CA)
l-355_1	graph	autrui (CPRSA)| autrui (B)
l-356_1	semlex:minor:gramm	Car (PABCR)| Que (S)
l-356_2	graph	Car (PABC)| Kar (R)
l-356_3	flex	se (PABCS)| si (R)
l-356_4	graph	jou (P)| jo (B)| je (CRS)
l-356_5	semlex:minor:gramm	par (PCRS)| de (AB)
l-356_6	semlex:minor:gramm	vos (PBCRS)| la vostre (A)
l-356_7	flex	ne le (BCPS)| nel (AR)
l-357_1	semlex:major	Ne serai (ABCPR)| nestre (S)
l-357_2	graph	serai (ABP)| sarai (C)| serrai (R)
l-357_3	morsynt	chevaliers (PAC)| chevalier (BSR)
l-357_4	graph	chevalier (BS)| chivalier (R)
l-357_5	graph	clamés (PB)| clamez (ACRS)
l-358_3	semlex:minor:constrmorph	servise (PBACR)| servi (S)
l-358_4	graph	service (PB)| servise (ACR)
l-358_6	graph	ames (PB)| amez (ACRS)
l-359_1	morsynt	chevalier (PBSR)| chevaliers (AC)
l-359_2	graph	chevalier (PBS)| chivalier (R)
l-359_3	semlex:major	voellies (ABCRP)| volis (S)
l-359_4	graph	voellies (P)| vuilliez (A)| voillies (B)| voilliez (C)| voloiez (R)
l-360_1	semlex:major	retenez (ACRPB)| ne temez (S)
l-360_2	graph	Retenes (PB)| retenez (ACR)
l-360_3	morsynt	rois (PABCR)| roy (S)
l-360_4	graph	deboinaire (P)| debonaire (ABRS)| deboennere (C)
l-361_1	graph	Et (PABCR)| E (S)
l-361_2	graph	compaignons (PBR)| conpaignons (A)| compeignons (C)| compaignos (S)
l-362_1	graph	tot (PABRS)| tout (C)
l-362_2	graph	maintenant (PABRS)| meintenant (C)
l-363_1	graph	fait (PBRS)| fet (AC)
l-364_1	morsynt	vostre (PABCS)| nostre (R)
l-364_2	semlex:minor:constrmorph	compaignie (BPRAC)| compaignon (S)
l-364_3	graph	compaignie (PR)| conpaignie (AB)| compeignie (C)
l-365_1	graph	Mais (PB)| Mes (ACRS)
l-365_2	morsynt	bienveignant (RACBP)| bienvenu (S)
l-365_3	graph	bienvegnant (PB)| bienveignant (RAC)
l-365_4	graph	soies (PBC)| soiez (ARS)
l-365_6	semlex:minor:constrmorph	tuit (PBCAR)| tresuit (S)
l-366_1	semlex:minor:gramm	Car (PABCR)| Que (S)
l-366_2	graph	Car (PABC)| Kar (R)
l-366_3	semlex:minor:gramm	bien (PABCR)| nos (S)
l-366_4	graph	sanles (P)| sanblez (A)| sambles (B)| semblez (C)| samblez (R)| senbles (S)
l-366_5	graph	jou (P)| je (ACRS)| jo (B)
l-366_6	graph	cuit (PACS)| quit (BR)
l-367_1	semlex:minor:gramm	vos (ACPR)| molt (BS)
l-367_4	morsynt	soies (ARBP)| estes (C)
l-367_5	graph	soies (BP)| soiez (AR)
l-367_6	morsynt	fil (PABCS)| filz (R)
l-367_8	semlex:minor:gramm	a (PRB)| de (CAS)
l-367_10	morsynt	hauz (ABCPR)| haut (S)
l-367_11	graph	haus (P)| hax (B)| halz (R)| hauz (AC)
l-367_12	morsynt	homes (ABCPR)| home (S)
l-368_1	graph	Dont (PBCRS)| Dom (A)
l-368_2	semlex:major	grece (ACRBP)| gre (S)
l-368_3	graph	Gresse (PB)| grece (ACR)
l-369_1	graph	Gresse (P)| grece (ACRS)| gresce (B)
l-369_4	morsynt	K' (P)| qui (ABCRS)
l-369_6	graph	ist (P)| est (ACRS)
l-369_7	morsynt	tes (PABCR)| vos (S)
l-369_8	morsynt	peres (PACSR)| pere (B)
l-369_9	graph	peres (PACS)| pieres (R)
l-370_2	graph	foi (PABCR)| foy (S)
l-370_3	flex	l' (PBCRS)| li (A)
l-370_4	morsynt	empereres (CPRA)| emperere (BS)
l-370_5	graph	emperere (B)| amperere (S)
l-371_1	graph	comment (PBC)| comant (A)| coment (RS)
l-371_2	morsynt	as (PABCR)| avez (S)
l-371_3	graph	biaus (PC)| biax (AB)| bials (R)| biauz (S)
l-372_1	morsynt	Alixandres (PA)| alixandre (BCRS)
l-372_2	morsynt	nons (PAB)| non (CRS)
l-372_3	graph	non (CR)| nom (S)
l-373_1	graph	u (P)| ou (ABCRS)
l-373_2	graph	jou (P)| ge (A)| je (CRS)
l-373_3	graph	sel (PABCS)| cel (R)
l-373_4	semlex:major	et cresme (ABCPR)| escreme (S)
l-374_1	graph	Et (PABCR)| E (S)
l-374_2	graph	crestiienté (P)| crestiante (AS)| crestiente (BCR)
l-374_3	graph	et (PABCR)| e (S)
l-374_4	graph	baptesme (PABR)| bautesme (CS)
l-375_1	graph	Alixandres (PACRS)| alixandre (B)
l-375_2	graph	biaus (PCR)| biax (AB)| biauz (S)
l-375_3	graph	ciers (P)| chiers (ABC)| chers (RS)
l-376_1	graph	Je (PACRS)| Jo (B)
l-376_2	semlex:major	retieng (PASCB)| recoif (R)
l-376_3	graph	retieng (PASC)| retien (B)
l-376_4	graph	volentiers (PBC)| volantiers (A)| volenters (R)| voluntiers (S)
l-377_1	graph	Et (PABCR)| E (S)
l-377_2	graph	plaist (PBR)| plest (A)| plet (C)| ples (S)
l-377_3	graph	et (PABCR)| e (S)
l-377_4	graph	haite (PBR)| heite (A)| hete (CS)
l-378_1	semlex:minor:gramm	Car (ACP)| Et (B)| Qui (RS)
l-378_2	morsynt	Qui (R)| Que (S)
l-378_3	graph	aves (BPS)| avez (ACR)
l-378_4	semlex:major	honor (PBCRA)| hor (S)
l-378_5	graph	honor (PBCR)| enor (A)
l-378_6	morsynt	faite (PBRAC)| fait (S)
l-378_7	graph	faite (PBR)| feite (A)| fete (C)
l-379_1	semlex:minor:gramm	Quant (PACRB)| Que (S)
l-379_2	graph	Quant (PACR)| Qant (B)
l-379_3	morsynt	venus (PBSAC)| venu (R)
l-379_4	graph	venus (PBS)| venuz (AC)
